Issues / Notes	Ontology ID	label	alternative label	Reported	term tracker item	entity type	created	parent class ID	parent class label	is about	is about label (for reference only)	definition	definition source	example of usage	contributor	curation status	editor note	comment	database cross reference	see also	english exact synonym	english broad synonym	english narrow synonym	english related synonym
	GENEPIO:0001165	sequence submitter contact email field	sequence submitter contact email	Yes		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field	IAO:0000429	email address	A data field which describes the email address of the agency responsible for submission of the sequence.		RespLab@lab.ca	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion	Not to be confused with 'sequenced by contact email' http://purl.obolibrary.org/obo/GENEPIO_0100422 	Example Guidance: The email address can represent a specific individual or laboratory.			sequence submitter contact email slot			
	GENEPIO:0001167	sequence submitter contact address field	sequence submitter contact address	Yes		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field			A data field which describes the mailing address of the agency responsible for submission of the sequence.		123 Sunnybrooke St, Toronto, Ontario, M4P 1L6, Canada	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion	Not to be confused with 'sequenced by contact address' http://purl.obolibrary.org/obo/GENEPIO_0100423 	Example Guidance: The mailing address should be in the format: Street number and name, City, State/Province/Region, Country, Postal Code/Zip Code			sequence submitter contact address slot			
	GENEPIO:0100752	specimen collector subsample ID field	specimen collector subsample ID	No		class	2024-03-20T20:25:24.926Z	GENEPIO:0100631	identifier field			An identifier field which describes the user defined name for a portion of the original sample.		ASDFG123_12	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion	Drafted 2023-07-27	Example UI Definition: The user-defined identifier assigned to a portion of the original sample. | Example Guidance: Store the ID for the subsample/aliquot.				sample collector sub-sample ID slot | sample collector sub-sample identifer slot
	GENEPIO:0100753	metagenome-assembled genome (MAG) ID field	metagenome-assembled genome (MAG) ID	No		class	2024-03-20T20:25:24.926Z	GENEPIO:0100631	identifier field			An identifier field which describes the user defined name assigned to a genome reconstructed from metagenomic data.		XYZ1234.1	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion	Drafted 2023-07-27	Example UI Definition: The user-defined identifier assigned to a genome reconstructed from metagenomic data. | Example Guidance: Store the MAG ID.	https://ena-docs.readthedocs.io/en/latest/submit/assembly/metagenome/mag.html#assigned-accession-numbers			metagenome-assembled genome identifier | metagenome assembled genome ID | metagenome-assembled genome (MAG) ID slot
	GENEPIO:0100754	GenBank accession (versioned) field	GenBank accession | GenBank accession (versioned)	No		class	2024-03-20T20:25:24.926Z	GENEPIO:0100631	identifier field			An identifier field which describes a unique identifier assigned to a version of an assembly or consensus sequence in the GenBank archives.		LZ986655.1	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion	Drafted 2023-07-27	Example UI Definition: The unique identifier assigned to an assembly or consensus sequence in GenBank archives. | Example Guidance: Store the versioned GenBank accession assigned to the submitted sequence.	https://www.ncbi.nlm.nih.gov/genbank/sequenceids | https://www.ncbi.nlm.nih.gov/genbank/samplerecord			GenBank accession (versioned) slot
	GENEPIO:0100755	ENA accession field	ENA accession	No		class	2024-03-20T20:25:24.926Z	GENEPIO:0100631	identifier field			An identifier field which describes the unique alphanumeric string assigned to a sequence in the European Nucleotide Archive (ENA).		ERR123456	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion	Drafted 2023-07-27	Example UI Definition: The identifier assigned to a BioSample in ENA (European Nucleotide Archive) archives. | Example Guidance: Store the accession assigned to the submitted sequence. ENA accessions start with SAMEA.	https://ena-docs.readthedocs.io/en/latest/submit/general-guide/accessions.html			ENA accession slot | European Nucleotide Archive accession field | European Nucleotide Archive accession slot
	GENEPIO:0100757	DRA accession field	DRA accession	No		class	2024-03-20T20:25:24.926Z	GENEPIO:0100631	identifier field			An identifier field which describes the alphanumeric accession assigned to a sequence in the DNA Data Bank of Japan (DDBJ) sequence read archive (DRA). 		DRR123456	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion	Drafted 2023-07-27	Example UI Definition: The identifier assigned to a BioSample in DRA (DDBJ Sequence Read Archive) archives. | Example Guidance: Store the accession assigned to the submitted sequence. DRA accessions start with DRA.	https://www.ddbj.nig.ac.jp/dra/submission-e.html#accession-numbers			DRA accession slot | DDBJ Sequence Read Archive accession field | DDBJ Sequence Read Archive accession slot							
	GENEPIO:0100758	GSA accession field	GSA accession	No		class	2024-03-20T20:25:24.926Z	GENEPIO:0100631	identifier field			An identifier field which describes the alphanumeric accession assigned to a sequence in the Genome Sequence Archive (GSA).		CRR123456	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion	Drafted 2023-07-27	Example UI Definition: The identifier assigned to a BioSample in GSA (Genome Sequence Archive) archives. | Example Guidance: Store the accession assigned to the submitted sequence. GSA accessions start with CRA.	https://ngdc.cncb.ac.cn/gsa/			GSA accession slot | Genome Sequence Archive accession field | Genome Sequence Archive accession slot							
	GENEPIO:0100759	Enterobase accession field	Enterobase accession	No		class	2024-03-20T20:25:24.926Z	GENEPIO:0100631	identifier field			An identifier field which describes the alphanumeric string to a sequence in Enterobase archives.		SAL_AA0019AA_ST	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion	Drafted 2023-07-27	Example UI Definition: The identifier assigned to a sequence in Enterobase archives. | Example Guidance: Store the barcode assigned to the submitted sequence. Enterobase barcodes start with different 3 letter codes depending on the organism.				Enterobase accession slot							
	GENEPIO:0100760	sampling site ID field	sampling site ID	No		class	2024-03-20T20:25:24.926Z	GENEPIO:0100631	identifier field			An identifier field which describes the user-defined identifier assigned to a specific location from which samples are taken.		Site 12A	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion	Drafted 2023-07-27	Example UI Definition: The user-defined identifier assigned to a specific location from which samples are taken. | Example Guidance: Store the ID for the site from which a sample was taken. The "site" is user defined (e.g. it may be a building and its environs, a specific entity within an environment). Please use the same site ID for all samples from a given site, regardless of when these samples were taken. Any important changes in site location, should be represented with a new site ID.				sampling site ID slot							
	GENEPIO:0100761	sampling event ID field	sampling event ID	No		class	2024-03-20T20:25:24.926Z	GENEPIO:0100631	identifier field			An identifier field which describes the user-defined identifier assigned to a specific event during which one or more samples are taken, from one or more sites.		Event 120522.1	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion	Drafted 2023-07-27	Example UI Definition: The user-defined identifier assigned to a specific event during which one or more samples are taken, from one or more sites. | Example Guidance: Store the ID for the event during which a sample or samples were taken. For example, an event could be one person taking samples from multiple sites, or multiple people taking samples from one site.				sampling event ID slot							
	GENEPIO:0100918	specimen collector project ID field	specimen collector project ID	No		class	2024-03-20T20:25:24.926Z	GENEPIO:0100586	data field			A data field which describes the user-defined project name assigned to a sequencing project.			https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion	Drafted 2023-11-03	Example Guidance: If the sample was collected or analyzed under the umbrella of a specific project, include the name of that project here. | Example UI Definition: The user-defined project name assigned to a sequencing project.				specimen collector project ID slot							
	GENEPIO:0100843	DNA fragment length field	DNA fragment length	No		class	2024-03-20T20:25:24.926Z	GENEPIO:0100586	data field			A data field which describes the length of the DNA fragment generated by mechanical shearing or enzymatic digestion for the purposes of library preparation.		400	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion	Drafted 2023-07-27	Example UI Definition: The length of the DNA fragment generated by mechanical shearing or enzymatic digestion for the purposes of library preparation. | Example Guidance: Provide the fragment length in base pairs (do not include the units).				DNA fragment length slot							
	GENEPIO:0100966	genomic target enrichment method field	genomic target enrichment method	No		class	2024-03-20T20:25:24.926Z	GENEPIO:0100586	data field			A data field which describes the molecular technique used to selectively capture and amplify specific regions of interest from a genome.		hybrid selection method	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion	Drafted 2023-12-02	Example Guidance: Provide the name of the enrichment method | Example UI Definition: The molecular technique used to selectively capture and amplify specific regions of interest from a genome.				genomic target enrichment method slot							
