Ontology ID	label	Type	"term replaced by
ID"	term replaced by	deprecated	member of	is about	parent class ID	parent class	Subclass ID	Subclass axiom	created	english exact syn.	definition	definition source	example of usage	term editor	curation status	editor note	comment	in subset	database cross reference	see also	Equivalence axiom
GENEPIO:0100248	casual indirect contact	class						TRANS:0000002	indirect transmission			2022-01-19T18:23:15.862Z		A type of indirect contact where an individual may at the same location at the same time as a positive case; however, they may have been there only briefly, or it may have been a location that carries a lower risk of transmission.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
																								
GENEPIO:0100303	person role enumeration	class					person role	GENEPIO:0001522	enumeration			2022-01-19T18:23:15.862Z		A host role at time of specimen collection which consists of a set of named members and where the host is a patient.			0000-0002-9578-0788	requires discussion						
GENEPIO:0100249	attendee role	class				person role enumeration		GENEPIO:0001537	person role			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer is present on a given occasion or at a given place.	https://www.merriam-webster.com/dictionary/attendee		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100250	passenger role	class				person role enumeration		GENEPIO:0001537	person role			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer travels in a vehicle but bears little to no responsibility for vehicle operation nor arrival at its destination.	https://en.wikipedia.org/wiki/Passenger		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100251	resident role	class				person role enumeration		GENEPIO:0001537	person role			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer maintains residency in a given place.	https://en.wikipedia.org/wiki/Resident		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100252	visitor role	class				person role enumeration		GENEPIO:0001537	person role			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer pays a visit to a specific place or event.	https://en.wikipedia.org/wiki/Resident		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100253	volunteer role	class				person role enumeration		GENEPIO:0001537	person role			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer enters into any service of their own free will.	https://en.wiktionary.org/wiki/visitor		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100254	work role	class				person role enumeration		GENEPIO:0001537	person role			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer performs labor for a living.	https://en.wiktionary.org/wiki/volunteer		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100255	administrator role	class				person role enumeration		GENEPIO:0100254	work			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer is engaged in administration or administrative work.	https://en.wiktionary.org/wiki/worker		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100256	first responder role	class				person role enumeration		GENEPIO:0100254	work			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer is among the first to arrive at the scene of an emergency and has specialized training to provide assistance.	https://en.wikipedia.org/wiki/First_responder		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100257	firefighter role	class				person role enumeration		GENEPIO:0100256	first responder			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer is a rescuer extensively trained in firefighting.	https://en.wikipedia.org/wiki/Firefighter		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100258	paramedic role	class				person role enumeration		GENEPIO:0100256	first responder			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer is a healthcare professional who responds to emergency calls for medical help outside of a hospital.	https://en.wikipedia.org/wiki/Paramedic		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100259	police officer role	class				person role enumeration		GENEPIO:0100256	first responder			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer is a warranted law employee of a police force.	https://en.wikipedia.org/wiki/Police_officer		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100260	housekeeper role	class				person role enumeration		GENEPIO:0100254	work			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer is an individual who performs cleaning duties and/or is responsible for the supervision of cleaning staff.	https://en.wikipedia.org/wiki/Housekeeper_(domestic_worker)		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100261	kitchen worker role	class				person role enumeration		GENEPIO:0100254	work			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer is an employee that performs labor in a kitchen.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100262	laboratory worker role	class				person role enumeration		GENEPIO:0100254	work			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer is an employee that performs labor in a laboratory.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100263	personal care aid role	class				person role enumeration		GENEPIO:0100254	work			2022-01-19T18:23:15.862Z	personal care aide role	A role inhering in a person that is realized when the bearer works to help another person complete their daily activities.	https://www.careerexplorer.com/careers/personal-care-aide/#:~:text=A%20personal%20care%20aide%20is,as%20in%2Dhome%20caretakers).		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100264	pharmacist role	class				person role enumeration		GENEPIO:0100254	work			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer is a health professional who specializes in dispensing prescription drugs at a healthcare facility.	https://en.wiktionary.org/wiki/pharmacist		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100265	veterinarian role	class				person role enumeration		GENEPIO:0100254	work			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer is a professional who practices veterinary medicine.	https://en.wikipedia.org/wiki/Veterinarian		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100266	acquaintance role	class				person role enumeration		GENEPIO:0001537	person role			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer is in a state of being acquainted with a person.	https://en.wiktionary.org/wiki/acquaintance		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100267	relative role	class				person role enumeration		GENEPIO:0001537	person role			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer is a relative of the case.			0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100268	child role	class				person role enumeration		GENEPIO:0100267	relative of case			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer is a person younger than the age of majority.	https://en.wikipedia.org/wiki/Child		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100269	parent-guardian role	class				person role enumeration		GENEPIO:0100267	relative of case			2022-01-19T18:23:15.862Z	parent of caserole|guardian of case role	A role inhering in a person that is realized when the bearer is a caregiver of the offspring of their own species.	https://en.wikipedia.org/wiki/Parent		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0001541	obsolete: parent-guardian role		GENEPIO:0100269	parent-guardian of case	TRUE							2022-01-19T18:23:15.862Z												
GENEPIO:0100270	father role	class				person role enumeration		GENEPIO:0100269	parent of case			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer is the male parent of a child.	https://en.wikipedia.org/wiki/Father		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100271	mother role	class				person role enumeration		GENEPIO:0100269	parent of case			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer the female parent of a child.	https://en.wikipedia.org/wiki/Mother		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
GENEPIO:0100272	spouse role	class				person role enumeration		GENEPIO:0100267	relative of case			2022-01-19T18:23:15.862Z		A role inhering in a person that is realized when the bearer is a significant other in a marriage, civil union, or common-law marriage.	https://en.wikipedia.org/wiki/Spouse		0000-0002-9578-0788	requires discussion	Planned Obsolescence: this term is a placeholder for a term requested in another ontology. Once the appropriate ontology term is available, this term’s identifier will be obsoleted with a “term replaced by” id of the other term.					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
