inst_id	|	inst_code	|	aka	|	inst_name	|	country	|	address	|	phone	|	fax	|	record_source	|	home_url	|	url_rule	|	comments	|	collection_type	|	qualifier_type	|	unique_name
191	|	IEI	|	      	|	Institut d'Estudis Ilerdencs	|	Spain	|	Plaa Catedral s/n, Lleida 25002	|	973-271-500 	|	973-274-538	|	      	|	http://www.fpiei.es/	|	      	|	      	|	museum	|	specimen_voucher	|	IEI
192	|	IGCAGS	|	      	|	Institute of geology, Chinese Academy of Geological Science	|	China	|	Beijing	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IGCAGS
193	|	IG	|	      	|	Institute of Geology	|	China	|	Beijing	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IG
195	|	IGCU	|	      	|	Instituto de Geologia, Ciudad Universitaria	|	Mexico	|	Universidad Nacinoal Autonoma de Mexico, Mexico City	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IGCU
196	|	IGF	|	      	|	Instituto di Geologia e Paleontologia	|	Italy	|	Universita di Firenze	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IGF
197	|	IGL	|	      	|	Institute fuer Geowissenschaften Leoben	|	Austria	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IGL
198	|	IGM	|	      	|	Geological Institute, Mongolian Academy of Sciences	|	Mongolia	|	Ulaan Bataar	|	      	|	      	|	      	|	      	|	      	|	IG, MAE	|	museum	|	specimen_voucher	|	IGM<MNG>
199	|	IGM	|	      	|	Instituto de Geologia	|	Mexico	|	UNAM	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IGM<MEX>
201	|	IGWH	|	      	|	Institut fuer Geowissenschaften aus dem Martin-Lurther- Universitat	|	      	|	Halle/.Salle	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IGWH
202	|	IGPH	|	      	|	Institut fuer Geologie und Palaeontologie der Universitat Hannover	|	Germany	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IGPH
203	|	IM	|	      	|	Indian Museum	|	India	|	Calcutta	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IM<IND>
204	|	IMM	|	Neimenggu Bowuguan	|	Inner Mongolian Museum	|	P.R. China	|	Xinhua Dajie 2, Hohhot	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IMM<CHN-Hohhot>
205	|	IPB	|	      	|	Institut fuer Palaeontologie	|	Germany	|	Bonn	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IPB<DEU>
206	|	IPFUB	|	      	|	Institute for Paleontology of the Freie Universitat	|	Germany	|	Berlin	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IPFUB
207	|	IPHG	|	      	|	Institut fur Palaeontologie und Historische Geologie	|	      	|	Munchen	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IPHG
208	|	IPKUP	|	      	|	Paleontologiscsky Institute	|	Czechia	|	Prirodovedeck Fakulty Karlovy Uinversity, Praha- Palaeontological Department, Faculity of Sciences of the Karls University, Prague	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IPKUP
209	|	IPMC	|	      	|	Institut Paleontologic Dr. M. Crusfafont Sabadell	|	Spain	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IPMC
210	|	IPMGO	|	      	|	Institut fur Paleontologie und Museum, Gottingen Universitat	|	Germany	|	Gotting	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IPMGO
211	|	IPSN	|	      	|	Instituto de Paleontologia de Sabadella	|	Spain	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IPSN
212	|	IPUW	|	      	|	Institut fuer Palaeontologie der Universitaet Wien	|	Austria	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IPUW
213	|	IPW	|	      	|	Instutut fuer Palaeontologie der Uinversitaet Wurzburg	|	Germany	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IPW
216	|	ISB	|	Institutul de Speologie "Emil Racovita"	|	Institute of Spelology "Emile Racovita"	|	Romania	|	Bucharest	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	ISB
217	|	ISEAK	|	      	|	Instytut Systematyki i Ewolucji Zwierz	|	Poland	|	Karkow - Institute of Systematics and Evolution of Animals, Polish Academy of Sciences, Cracow	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	ISEAK
218	|	ISI	|	      	|	Geological Museum, Indian Statistical Institute	|	India	|	Calcutta	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	ISI
219	|	IVAU	|	      	|	Instituut Voor Aardwetenschappen	|	The Netherlands	|	Rijks Universiteit Utrecht	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IVAU
220	|	IVPP	|		|	Institute of Vertebrate Paleontology and Paleoanthropology	|	China	|	Beijing	|		|		|	      	|		|	      	|	= IVPP AS	|	museum	|	specimen_voucher	|	IVPP
221	|	IZ	|	      	|	Institute of Zoology	|	Kazakhastan	|	Academy of Sciences of the Kazakhstan, CLCP, Alma-Ata	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IZ<KAZ>
222	|	IZAS	|	      	|	Institut Zoologii Akademii Nauk Ukraini - Institute of Zoology of the Academy of Sciences of Ukraine	|	      	|	Kiev	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IZAS
223	|	IZASK	|	      	|	Institue of Zoology of the Kazakh Academy of Sciences	|	Kazakhstan	|	Alama-Aty	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IZASK
224	|	IZWU	|	      	|	Paleozology Department, Institute of Zoology, Worclaw University	|	Poland	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	IZWU
225	|	JP	|	      	|	Phyletisches Museum Jena	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	JP
226	|	JM	|	      	|	Jura Museum, Eichstatt	|	Germany	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	JM
227	|	JSMPE	|		|	Joint Soviet Mongolian Paleontolgical Expedition	|		|		|		|		|	      	|		|	      	|	=JRMPE	|	museum	|	specimen_voucher	|	JSMPE
228	|	KGU	|	      	|	Geology and Mineralogy Museum	|	Kazan	|	Kazan State University	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	KGU
229	|	KPE	|	      	|	Kyungpook Earth, Kyungpook National University	|	Korea	|	Taegu	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	KPE
230	|	KM	|	      	|	Kotel'nich Museum	|	Russia	|	Kotel'nich	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	KM<RUS>
231	|	KMK	|	      	|	Kraevedscheskii Musei Kishineva - Museum of Regional Study	|	Moldavia	|	Kishinev	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	KMK<MOL>
233	|	KMU	|		|	Karl-Marx-Universitat Leipzeg	|	Germany	|	Sektion Geophysik (Sammlung Langenham)	|		|		|	      	|		|	      	|		|	museum	|	specimen_voucher	|	KMU
234	|	KMV	|	      	|	Kunming Municipal Museum	|	China	|	Kunming, Yunnan	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	KMV
237	|	LBUCH	|	      	|	Laboratorio de Biologia	|	Chile	|	Universidad de Chile, Santiago-Sur	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	LBUCH
239	|	LEIUG	|	      	|	Department of Geology Leicester University	|	England	|	Lecester	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	LEIUG
240	|	LGICT	|	      	|	Laboratoire de Geologie de l'Institut Catholique de Toulouse	|	France	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	LGICT
241	|	LGM	|	LGM/Ch MP	|	Leningrad School of Mines	|	Russia	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	LGM
242	|	LGPUT	|	      	|	Laboratory of Geology and Palaeontology	|	Greece	|	Aristotelian University of Thessaloniki	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	LGPUT
243	|	LGU	|	      	|	Leningrad State University	|	Russia	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	LGU
244	|	LINHM	|	      	|	Long Island Natural History Museum	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	LINHM
245	|	LMJ	|	      	|	Landesmuseum Joanneum Graz	|	Austria	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	LMJ<AUT>
246	|	LMKG	|		|	Landesmuseum fur Karnten	|		|	Department of Mineralogy and Geology, Museumgasse 2 9021 Klagenfurt am Wrthersee 	|		|		|	      	|		|	      	|		|	museum	|	specimen_voucher	|	LMKG
247	|	LMNH	|	      	|	Museum d'Histoire naturelle	|	Fance	|	Lyon	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	LMNH
248	|	LO	|	      	|	Type Collection	|	Sweden	|	Division of Historical Geology and Palaeontology, Lund University	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	LO
249	|	LP	|	      	|	Laboratory of Palaeontology	|	Russia	|	St. Petersburg University, St. Petersburg	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	LP<RUS>
250	|	LPFU	|	      	|	Lehrstuhl fur Palaontologie	|	Germany	|	Freie Universitat, Berlin	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	LPFU
251	|	LPUB	|	      	|	Laboratorul de Paleontologie	|	Romania	|	Facultatea de geologie si geografie a Universitatii de BUcuresti - Laboratory of Paleontology of the University of Bucharest	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	LPUB
252	|	LPVM	|	      	|	Laboratoire de Paleontologie des Vertebres et de Paleontologie	|	France	|	Universit Monteppellier II	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	LPVM
253	|	LPVPH	|	      	|	Laboratoire de Paleontologie des Vertebres et de Paleontologie Humaine	|	France	|	University Paris VI	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	LPVPH
254	|	LU	|	      	|	St. Petersburg University	|	Russia	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	LU<RUS>
255	|	LUCAS	|	      	|	Francesc de Lucas i Alcover	|	Spain	|	Catalunya	|	      	|	      	|	      	|	      	|	      	|	private collection	|	museum	|	specimen_voucher	|	LUCAS
256	|	LVP-GSC	|	      	|	Laboratory of Vertebrate Paleontology	|	China	|	Geological Survey of China	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	LVP-GSC
257	|	MACNCH	|	      	|	Museo Argentino de Ciencias Naturales	|	Argentina	|	Chubut	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MACNCH
258	|	MACN-RN	|	      	|	Museo Argentino de Cicencis Naturales, Coleccion Rio Negro	|	Argentina	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MACN-RN
259	|	MAFI	|	      	|	Magyar Allami Foeldtani Intezet, Budapest - Hungarian Geological Survey	|	Hungary	|	Budapest	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MAFI
260	|	MALC	|	      	|	Museu Municipal de la Vila d'Alcover	|	Spain	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MALC
263	|	MB	|	      	|	Museum of Natural History of Humboldt-University	|	Germany	|	Institute of Paleontology, Berlin	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MB<DEU-Berlin>
264	|	Mbg	|	      	|	Fachberich Geowissenschaften	|	      	|	Philipps Universitat, Marburg (Lahn)	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	Mbg
266	|	MBR	|	      	|	Museo Argention de Ciencias Naturales "Bernardino Rivadavia"	|	Argentina	|	Buenos Aires	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MBR
267	|	MBSN	|		|	Museo Brembano di Scienze Naturali	|	Italy	|	San Pellegrino, Bergamo	|		|		|	      	|		|	      	|		|	museum	|	specimen_voucher	|	MBSN
268	|	MC	|	      	|	Museo de Cipolleti	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MC
269	|	MCD	|	      	|	Muzeul Civilizatiei Dacice si Romane Deva	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MCD
270	|	MCF-PVPH	|	      	|	Museo Carmen Funes	|	Argentina	|	Vertebrate Paleontology of Plaza Huincul,Neuquen Province	|	      	|	      	|	      	|	http://www.interpatagonia.com/paseos/carmen_funes/index_i.html	|	      	|	      	|	museum	|	specimen_voucher	|	MCF-PVPH
271	|	MCM	|	      	|	Institut de Paleontologie, Museum d'Histoire naturelle	|	France	|	Paris	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MCM<FRA>
272	|	MCNPV	|		|	Fundacao Zoobotanica do Rio Grande do Sul	|	Brazil	|	Jardim Botnico, Porto Alegre - RS, 90690-150	|		|		|	      	|		|	      	|	= MCN	|	museum	|	specimen_voucher	|	MCNPV
273	|	MCPUCRGS	|	      	|	Museu de Ciencias da Pontificia Universidade Catolica do Rio Grande do Sul	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MCPUCRGS
274	|	McMJ	|	      	|	Mc Master University	|	Canada	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	McMJ
275	|	McGMK	|	      	|	McGregor Memorial Museum	|	Kimberely	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	McGMK
276	|	MCPPV	|		|	Museu de Ciencias e Tecnologia	|	Brazil	|	PUCRS, Porto Alegre	|		|		|	      	|		|	      	|	= MCP	|	museum	|	specimen_voucher	|	MCPPV
277	|	MCNA	|	      	|	Museo de Ciencias naturals de Alava	|	Spain	|	Alava, vitoria-Gasteiz	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MCNA
278	|	MCSN	|		|	Museo Civico di Storia Naturale, Verona	|	Italy	|	Verona	|		|		|	      	|	http://www.museostorianaturaleverona.it/home.php	|	      	|		|	museum	|	specimen_voucher	|	MCSN<ITA-Verona>
280	|	MCSNIO	|	      	|	Museo Civico di Scienze Naturali di Induno Olona	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MCSNIO
281	|	MCZ	|		|	Museum of Comparative Zoology, Harvard University	|	USA	|	26 Oxford Street Cambridge, Massachusetts 02138	|	617-495-3045	|		|	      	|	http://www.mcz.harvard.edu/	|	      	|	= MCZC	|	museum	|	specimen_voucher	|	MCZ
282	|	MDE	|	      	|	Musee des Dinosaures in Esperaza	|	France	|	Aude	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MDE
283	|	MD	|	      	|	Museum Donaueschingen	|	Germany	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MD<DEU>
284	|	MDM	|	      	|	Mifune Dinosaur Museum	|	Japan	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MDM
285	|	MDP	|	      	|	Museum de Poligny	|	France	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MDP
286	|	MFS	|	      	|	Museo dei Fisiocritici	|	Italy	|	Siena	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MFS
287	|	MFSN	|	      	|	Museo Friulano di Storia Naturale of Udine	|	Italy	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MFSN
288	|	MFW	|		|	Museum Freriks	|	Netherlands	|	Winterswijk	|		|		|	      	|		|	      	|		|	museum	|	specimen_voucher	|	MFW
289	|	MG	|	      	|	Museum of Zoology	|	China	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MG<CHN>
290	|	MGB	|	      	|	Museo de Geologia (del Seminario Diocesano) de Barcelona	|	Spain	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MGB
291	|	MGHF	|	      	|	Museo Geologico H. Fuenzalida	|	Chile	|	Universidad Catolica del Norte, Antofagasta	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MGHF
292	|	MGI	|	      	|	Geological Institute of the Mongolian Academy of Sciences	|	Mongolia	|	Ulaanbaatar	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MGI
293	|	MGL	|	      	|	Musee Geologique de Lausanne	|	Switzerland	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MGL
294	|	MGRI	|	      	|	Moscow Geological Prospecting Institute	|	Russia	|	Vernadskii State Geological Museum, Moscow	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MGRI
296	|	MGSI	|	      	|	Museum of the Geological Survey of Iran	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MGSI
297	|	MGSP	|	      	|	Museum of the Geological Survey of Portugal	|	Portugal	|	Lisbon	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MGSP
298	|	MGUP	|	      	|	Museo Geologico della Universita Pisa	|	Italy	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MGUP
299	|	MGUWR	|	      	|	Institute of Geological Sciences, University of Wroclaw	|	Poland	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MGUWR
300	|	MGUH	|	      	|	Museum Geologicum Universitatis Hafniensis	|	Denmark	|	Geological Museum, University of Copenhagen, Denmark	|	      	|	      	|	      	|	      	|	      	|	 Geological Museum, University of Copenhagen	|	museum	|	specimen_voucher	|	MGUH
301	|	MGUV	|	      	|	Museo del Departamento de Geologia, Universidad de Valencia	|	Spain	|	Valencia	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MGUV
303	|	MHNN	|	      	|	Musee d'Histoire Naturalle	|	France	|	de Normandie, Friadel, Orbec	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MHNN<FRA>
304	|	MHMN	|	      	|	Museu Historic Municipal de Novelda	|	Spain	|	Alicante	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MHMN
306	|	MHNL	|	      	|	Musee Guimet d'Histoire Naturelle de Lyon	|	France	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MHNL
307	|	MHNP	|	      	|	Museum d'Histoire Naturelle Perpignan	|	France	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MHNP
308	|	MHNT	|	      	|	Museum d'Histoire Naturelle Toulouse	|	France	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MHNT
310	|	MIWG	|	      	|	Museum of he Isle of Wight Geology	|	England	|	Sandown	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MIWG
311	|	MJG	|	      	|	Museo Jorge Gerhold	|	Argentina	|	Jacobacci, Rio Nigero	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	MJG<ARG>
